finishing_position;horse_number;horse_name;horse_id;jockey;trainer;actual_weight;declared_horse_weight;draw;running_position_1;running_position_2;running_position_3;finish_time;finish_time_seconds;race_id;father;mother;gfather
2;11;MEGA RED;V078;C Y Ho;K W Lui;127;1161;5;9;9;2;1.09.60;69,06;2015-535;MORE THAN READY;SPECIAL CUVEE;FASLIYEV
7;7;MEGATRON;V119;K K Chiong;P F Yiu;116;1061;5;5;6;7;0.57.96;57,096;2016-510;HARD SPUN;FINE JADE;JADE HUNTER
11;10;MEGATRON;V119;M L Yeung;P F Yiu;117;1101;4;11;11;11;1.09.89;69,089;2015-627;HARD SPUN;FINE JADE;JADE HUNTER
10;3;MEGATRON;V119;Z Purton;P F Yiu;127;1108;7;10;10;10;1.10.06;70,006;2016-105;HARD SPUN;FINE JADE;JADE HUNTER
3;10;MENIFEE;H_GFATH_110;Legacy Jockey;Legacy Trainer;128;1176;8;7;5;6;2.20;137;2000-759;NEARCO;DAM OF MENIFEE;HYPERION
3;8;MERRYGOWIN;V396;Z Purton;P O'Sullivan;126;1124;5;7;8;3;0.58.25;58,025;2016-352;CASTLEDALE;SWEET FASCINATION;IRGUN
1;5;MERRYGOWIN;V396;Z Purton;P O'Sullivan;126;1118;5;4;4;1;1.10.22;70,022;2016-449;CASTLEDALE;SWEET FASCINATION;IRGUN
6;5;MI BLANCO;A186;C Schofield;A T Millard;126;1155;5;3;3;6;1.10.11;70,011;2016-466;CAPE BLANCO;MI CENTIE;CENTAINE
10;9;MI BLANCO;A186;S Clipperton;A T Millard;126;1169;12;10;10;10;1.10.86;70,086;2016-537;CAPE BLANCO;MI CENTIE;CENTAINE
2;4;MI CENTIE;H_MOTH_177;W. Buick;Sir Michael Stoute;121;1025;7;1;4;2;1.55;99;2008-433;CENTAINE;DAM OF MI CENTIE;SECRETARIAT
5;4;MIGUELITA;H_MOTH_016;W. Buick;Sir Michael Stoute;121;1037;4;4;1;3;1.52;113;2009-489;DANEHILL;DAM OF MIGUELITA;MR. PROSPECTOR
4;11;MIRAFLORES;H_MOTH_107;J. Doyle;M. Johnston;121;1042;9;2;4;3;1.39;100;2008-462;JOHAR;DAM OF MIRAFLORES;SECRETARIAT
6;11;MIRANDA MISS;H_MOTH_207;J. Doyle;Sir Michael Stoute;121;1058;7;6;1;3;1.54;114;2008-371;RESET;DAM OF MIRANDA MISS;SECRETARIAT
4;11;MISS BELLEZZA;H_MOTH_000;J. Doyle;W. Haggas;121;1028;2;4;5;1;1.55;111;2008-595;FLYING SPUR;DAM OF MISS BELLEZZA;MR. PROSPECTOR
5;5;MISS GALILEO;H_MOTH_014;J. Doyle;W. Haggas;121;1045;2;2;1;4;1.40;117;2008-528;GALILEO;DAM OF MISS GALILEO;MR. PROSPECTOR
2;8;MISS INDIGO;H_MOTH_104;W. Buick;W. Haggas;121;1082;9;6;3;4;1.54;107;2009-359;INDIAN RIDGE;DAM OF MISS INDIGO;MR. PROSPECTOR
6;4;MISS LOVE;H_MOTH_020;O. Murphy;M. Johnston;121;1056;2;3;2;3;1.39;115;2009-456;FASTNET ROCK;DAM OF MISS LOVE;MR. PROSPECTOR
7;6;MISSION POSSIBLE;V043;G Mosse;C S Shum;125;962;8;7;7;7;1.10.26;70,026;2015-228;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
1;5;MISSION POSSIBLE;V043;J Moreira;C S Shum;127;958;1;3;3;1;1.10.37;70,037;2015-338;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
1;2;MISSION POSSIBLE;V043;N Rawiller;C S Shum;131;952;1;5;4;1;1.10.51;70,051;2015-410;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
3;5;MISSION POSSIBLE;V043;J Moreira;C S Shum;124;967;3;8;7;3;1.10.51;70,051;2015-277;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
5;8;MISSION POSSIBLE;V043;K C Leung;C S Shum;118;957;12;3;4;5;1.10.74;70,074;2015-561;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
2;1;MISSION POSSIBLE;V043;N Rawiller;C S Shum;133;962;6;3;4;2;1.10.85;70,085;2016-012;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
7;9;MISSION POSSIBLE;V043;K C Leung;C S Shum;115;949;1;7;6;7;1.10.89;70,089;2015-684;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
4;8;MISSION POSSIBLE;V043;N Rawiller;C S Shum;122;958;5;4;4;4;1.10.90;70,09;2015-618;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
4;9;MISSION POSSIBLE;V043;M Chadwick;C S Shum;118;956;2;9;8;4;1.11.11;71,011;2015-507;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
10;12;MISSION POSSIBLE;V043;T H So;C S Shum;115;984;6;8;7;10;1.11.14;71,014;2016-063;NOBLE MISSION;BLACK TUNIC;STORMY ATLANTIC
1;12;MOMENT OF POWER;V138;K K Chiong;P O'Sullivan;107;1056;4;1;1;1;0.56.88;56,088;2015-770;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
4;7;MOMENT OF POWER;V138;H Bowman;P O'Sullivan;124;1068;4;1;1;4;0.57.30;57,03;2016-242;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
6;3;MOMENT OF POWER;V138;Z Purton;P O'Sullivan;131;1069;1;2;3;6;0.57.33;57,033;2015-511;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
2;1;MOMENT OF POWER;V138;Z Purton;P O'Sullivan;133;1069;10;2;2;2;0.57.34;57,034;2015-594;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
1;7;MOMENT OF POWER;V138;Z Purton;P O'Sullivan;126;1068;7;1;1;1;0.57.34;57,034;2015-449;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
2;3;MOMENT OF POWER;V138;K K Chiong;P O'Sullivan;127;1069;3;1;2;2;0.57.36;57,036;2016-331;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
1;5;MOMENT OF POWER;V138;K K Chiong;P O'Sullivan;120;1074;3;1;1;1;0.57.56;57,056;2016-137;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
5;1;MOMENT OF POWER;V138;K K Chiong;P O'Sullivan;127;1074;3;1;2;5;0.57.57;57,057;2016-387;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
2;2;MOMENT OF POWER;V138;Z Purton;P O'Sullivan;132;1052;2;3;2;2;0.57.88;57,088;2015-698;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
9;4;MOMENT OF POWER;V138;S Clipperton;P O'Sullivan;132;1069;9;3;3;9;0.57.89;57,089;2016-495;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
4;2;MOMENT OF POWER;V138;S Clipperton;P O'Sullivan;130;1073;12;1;1;4;1.09.71;69,071;2016-442;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
7;1;MOMENT OF POWER;V138;Z Purton;P O'Sullivan;132;1065;10;1;1;7;1.10.24;70,024;2016-587;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
6;2;MOMENT OF POWER;V138;Z Purton;P O'Sullivan;130;1063;10;1;1;6;1.10.35;70,035;2016-642;EXCEED AND EXCEL;DIAMOND MASQUE;ALIGN
4;7;MOMENT OF TIME;H_MOTH_007;O. Murphy;Sir Michael Stoute;121;1083;12;4;3;3;1.37;118;2012-518;RAINBOW QUEST;DAM OF MOMENT OF TIME;SECRETARIAT
3;9;MONASHEE MOUNTAIN;H_GFATH_140;Legacy Jockey;Legacy Trainer;128;1176;8;6;3;5;2.10;131;2003-812;NEARCO;DAM OF MONASHEE MOUNTAIN;HYPERION
5;8;MONEY WINNER;A055;K C Leung;T P Yung;123;1043;7;8;7;5;1.10.72;70,072;2016-661;MASTERCRAFTSMAN;JUST A DREAM;VOLKSRAAD
1;11;MORE THAN READY;H_GFATH_094;Legacy Jockey;Legacy Trainer;128;1126;7;2;3;3;2.19;128;1998-696;NEARCO;DAM OF MORE THAN READY;HYPERION
1;2;MORE THAN READY;H_FATH_068;R. Moore;John Gosden;126;1089;10;1;2;1;1.53;104;2009-121;NEARCO;DAM OF MORE THAN READY;HYPERION
7;5;MORETHANLUCKY;A039;N Callan;T P Yung;131;1176;3;11;12;7;0.56.98;56,098;2016-783;PER INCANTO;VIKING ANGEL;VIKING RULER
9;1;MORETHANLUCKY;A039;M L Yeung;T P Yung;127;1159;8;6;8;9;0.57.99;57,099;2016-653;PER INCANTO;VIKING ANGEL;VIKING RULER
5;11;MORETHANLUCKY;A039;M L Yeung;T P Yung;117;1182;6;5;6;5;1.09.53;69,053;2016-427;PER INCANTO;VIKING ANGEL;VIKING RULER
8;10;MORETHANLUCKY;A039;H T Mo;T P Yung;106;1172;2;6;7;8;1.09.60;69,06;2016-577;PER INCANTO;VIKING ANGEL;VIKING RULER
4;8;MORETHANLUCKY;A039;M L Yeung;T P Yung;118;1196;3;7;5;4;1.10.09;70,009;2016-340;PER INCANTO;VIKING ANGEL;VIKING RULER
7;11;MORETHANLUCKY;A039;M L Yeung;T P Yung;115;1170;6;3;4;7;1.10.53;70,053;2016-623;PER INCANTO;VIKING ANGEL;VIKING RULER
3;12;MOST BEAUTIFUL;A022;K Teetan;C S Shum;117;1140;9;5;3;3;0.56.78;56,078;2016-275;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
3;2;MOST BEAUTIFUL;A022;K C Leung;C S Shum;128;1119;1;4;3;3;0.57.49;57,049;2016-677;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
9;4;MOST BEAUTIFUL;A022;Z Purton;C S Shum;129;1106;8;4;4;9;0.57.70;57,07;2016-793;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
2;1;MOST BEAUTIFUL;A022;N Rawiller;C S Shum;133;1133;1;1;1;2;1.08.55;68,055;2016-429;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
8;12;MOST BEAUTIFUL;A022;H T Mo;C S Shum;105;1119;12;1;1;8;1.09.03;69,003;2016-461;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
11;11;MOST BEAUTIFUL;A022;K K Chiong;C S Shum;113;1132;7;1;2;11;1.09.19;69,019;2016-551;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
9;13;MOST BEAUTIFUL;A022;M Chadwick;C S Shum;115;1149;7;2;2;9;1.09.52;69,052;2016-307;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
9;4;MOST BEAUTIFUL;A022;C Murray;C S Shum;128;1113;10;11;11;9;1.10.26;70,026;2016-712;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
6;4;MOST BEAUTIFUL;A022;H T Mo;C S Shum;122;1127;12;5;4;6;1.10.29;70,029;2016-786;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
3;1;MOST BEAUTIFUL;A022;N Rawiller;C S Shum;133;1124;4;6;5;3;1.10.31;70,031;2016-407;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
12;1;MOST BEAUTIFUL;A022;K K Chiong;C S Shum;128;1121;4;1;1;12;1.10.32;70,032;2016-577;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
8;1;MOST BEAUTIFUL;A022;K K Chiong;C S Shum;128;1117;4;4;4;8;1.10.53;70,053;2016-642;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
5;1;MOST BEAUTIFUL;A022;N Rawiller;C S Shum;133;1138;5;7;7;5;1.10.59;70,059;2016-369;BLACKFRIARS;LINE OF FLIGHT;BLETCHLEY PARK
6;2;MOTA;H_MOTH_178;W. Buick;W. Haggas;121;1070;9;3;3;4;1.35;120;2009-568;AT TALAQ;DAM OF MOTA;MR. PROSPECTOR
5;4;MR GREELEY;H_GFATH_124;Legacy Jockey;Legacy Trainer;128;1146;1;4;1;2;2.20;133;2005-767;NEARCO;DAM OF MR GREELEY;HYPERION
7;8;MR PICASSO;T330;M F Poon;D J Hall;107;1115;10;5;4;7;1.09.52;69,052;2016-577;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
6;10;MR PICASSO;T330;C Schofield;D J Hall;117;1100;4;7;7;6;1.09.84;69,084;2016-749;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
1;8;MR PICASSO;T330;J Moreira;D J Hall;124;1107;13;11;8;1;1.10.39;70,039;2016-050;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
6;12;MR PICASSO;T330;K Teetan;D J Hall;119;1114;4;8;8;6;1.10.43;70,043;2016-694;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
4;4;MR PICASSO;T330;Z Purton;D J Hall;127;1082;10;14;11;4;1.10.84;70,084;2015-492;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
2;8;MR PICASSO;T330;Z Purton;D J Hall;125;1099;11;9;10;2;1.10.87;70,087;2015-359;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
1;2;MR PICASSO;T330;J Moreira;D J Hall;132;1096;12;9;4;1;1.11.03;71,003;2016-499;EXCEED AND EXCEL;COUNTY MAYO;GRAND SLAM
1;5;MR STUNNING;V153;J Moreira;J Size;115;1104;6;5;2;1;0.55.65;55,065;2016-464;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
1;2;MR STUNNING;V153;J Moreira;J Size;131;1114;11;3;2;1;0.56.38;56,038;2016-376;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
1;5;MR STUNNING;V153;K Teetan;J Size;125;1146;10;9;8;1;0.57.49;57,049;2015-370;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
1;4;MR STUNNING;V153;J Moreira;J Size;123;1093;5;8;7;1;1.08.46;68,046;2016-559;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
1;4;MR STUNNING;V153;J Moreira;J Size;130;1100;11;6;4;1;1.08.88;68,088;2015-572;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
2;2;MR STUNNING;V153;J Moreira;J Size;126;1082;4;8;7;2;1.09.00;69;2016-632;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
3;3;MR STUNNING;V153;J Moreira;J Size;127;1111;11;1;1;3;1.09.09;69,009;2016-307;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
1;9;MR STUNNING;V153;J Moreira;J Size;122;1113;11;1;1;1;1.09.16;69,016;2016-258;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
4;12;MR STUNNING;V153;J Moreira;J Size;119;1117;1;10;9;4;1.09.50;69,05;2016-203;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
8;1;MR STUNNING;V153;J Moreira;J Size;133;1096;10;10;9;8;1.09.70;69,07;2016-686;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
2;8;MR STUNNING;V153;K Teetan;J Size;127;1113;8;4;4;2;1.09.98;69,098;2015-517;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
1;1;MR STUNNING;V153;K Teetan;J Size;133;1147;2;3;4;1;1.11.09;71,009;2015-428;EXCEED AND EXCEL;WITH FERVOUR;DAYJUR
8;1;MT. LIVERMORE;H_GFATH_080;Legacy Jockey;Legacy Trainer;128;1125;11;5;2;1;2.19;136;2005-865;NEARCO;DAM OF MT. LIVERMORE;HYPERION
4;1;MUGHARREB;H_GFATH_053;Legacy Jockey;Legacy Trainer;128;1170;5;8;6;2;2.11;132;2004-715;NATIVE DANCER;DAM OF MUGHARREB;NASRULLAH
7;6;MUHTATHIR;H_GFATH_041;Legacy Jockey;Legacy Trainer;128;1102;7;2;5;1;2.20;139;2004-633;NATIVE DANCER;DAM OF MUHTATHIR;NASRULLAH
2;9;MULTIMAX;T129;K C Ng;A S Cruz;114;1159;12;3;3;2;0.57.34;57,034;2016-448;COURT COMMAND;FAIRY TREE;RAHY
7;6;MULTIMAX;T129;M Chadwick;A S Cruz;129;1132;13;2;6;7;0.57.61;57,061;2014-251;COURT COMMAND;FAIRY TREE;RAHY
11;9;MULTIMAX;T129;K C Ng;A S Cruz;118;1140;6;5;8;11;0.57.96;57,096;2015-288;COURT COMMAND;FAIRY TREE;RAHY
10;9;MULTIMAX;T129;G Benoist;A S Cruz;118;1134;8;3;7;10;0.58.45;58,045;2015-237;COURT COMMAND;FAIRY TREE;RAHY
6;7;MULTIMAX;T129;K C Ng;A S Cruz;117;1140;6;3;3;6;1.08.66;68,066;2015-184;COURT COMMAND;FAIRY TREE;RAHY
4;3;MULTIMAX;T129;D Whyte;A S Cruz;126;1134;9;2;2;4;1.09.11;69,011;2014-660;COURT COMMAND;FAIRY TREE;RAHY
2;10;MULTIMAX;T129;K C Ng;A S Cruz;114;1145;7;1;1;2;1.09.40;69,04;2016-054;COURT COMMAND;FAIRY TREE;RAHY
5;12;MULTIMAX;T129;J Moreira;A S Cruz;121;1148;5;2;1;5;1.09.50;69,05;2016-539;COURT COMMAND;FAIRY TREE;RAHY
4;5;MULTIMAX;T129;D Whyte;A S Cruz;125;1131;12;3;3;4;1.09.52;69,052;2014-570;COURT COMMAND;FAIRY TREE;RAHY
1;14;MULTIMAX;T129;K K Chiong;A S Cruz;109;1139;12;1;1;1;1.09.55;69,055;2016-008;COURT COMMAND;FAIRY TREE;RAHY
4;10;MULTIMAX;T129;K C Ng;A S Cruz;113;1130;1;2;1;4;1.09.61;69,061;2014-429;COURT COMMAND;FAIRY TREE;RAHY
3;3;MULTIMAX;T129;K K Chiong;A S Cruz;123;1123;7;1;1;3;1.09.64;69,064;2015-746;COURT COMMAND;FAIRY TREE;RAHY
1;4;MULTIMAX;T129;K K Chiong;A S Cruz;125;1122;8;1;1;1;1.09.66;69,066;2015-777;COURT COMMAND;FAIRY TREE;RAHY
3;8;MULTIMAX;T129;M Chadwick;A S Cruz;121;1149;2;1;2;3;1.09.77;69,077;2016-184;COURT COMMAND;FAIRY TREE;RAHY
7;14;MULTIMAX;T129;K C Ng;A S Cruz;113;1126;12;2;1;7;1.09.79;69,079;2015-672;COURT COMMAND;FAIRY TREE;RAHY
3;5;MULTIMAX;T129;D Whyte;A S Cruz;125;1133;7;1;1;3;1.09.95;69,095;2014-523;COURT COMMAND;FAIRY TREE;RAHY
1;9;MULTIMAX;T129;D Whyte;A S Cruz;121;1126;4;2;2;1;1.09.98;69,098;2014-483;COURT COMMAND;FAIRY TREE;RAHY
3;9;MULTIMAX;T129;K C Ng;A S Cruz;111;1138;7;1;1;3;1.10.03;70,003;2015-400;COURT COMMAND;FAIRY TREE;RAHY
8;10;MULTIMAX;T129;K K Chiong;A S Cruz;113;1157;12;1;2;8;1.10.12;70,012;2016-486;COURT COMMAND;FAIRY TREE;RAHY
9;9;MULTIMAX;T129;K C Ng;A S Cruz;115;1154;5;3;3;9;1.10.14;70,014;2016-398;COURT COMMAND;FAIRY TREE;RAHY
8;9;MULTIMAX;T129;K C Ng;A S Cruz;115;1152;8;2;2;8;1.10.28;70,028;2016-587;COURT COMMAND;FAIRY TREE;RAHY
1;6;MULTIMAX;T129;K C Ng;A S Cruz;121;1133;2;1;1;1;1.10.41;70,041;2014-319;COURT COMMAND;FAIRY TREE;RAHY
2;1;MULTIMAX;T129;D Whyte;A S Cruz;131;1138;6;3;2;2;1.10.43;70,043;2015-548;COURT COMMAND;FAIRY TREE;RAHY
3;1;MULTIMAX;T129;K C Ng;A S Cruz;128;1148;6;1;2;3;1.10.43;70,043;2016-700;COURT COMMAND;FAIRY TREE;RAHY
6;3;MULTIMAX;T129;D Whyte;A S Cruz;132;1129;6;3;2;6;1.10.44;70,044;2015-709;COURT COMMAND;FAIRY TREE;RAHY
10;10;MULTIMAX;T129;K K Chiong;A S Cruz;116;1145;5;2;1;10;1.10.48;70,048;2016-126;COURT COMMAND;FAIRY TREE;RAHY
10;9;MULTIMAX;T129;K C Ng;A S Cruz;114;1135;2;2;4;10;1.10.48;70,048;2015-334;COURT COMMAND;FAIRY TREE;RAHY
4;12;MULTIMAX;T129;K C Ng;A S Cruz;110;1137;9;2;1;4;1.10.65;70,065;2015-637;COURT COMMAND;FAIRY TREE;RAHY
3;1;MULTIMAX;T129;D Whyte;A S Cruz;132;1145;13;1;1;3;1.10.77;70,077;2015-492;COURT COMMAND;FAIRY TREE;RAHY
9;3;MULTIMAX;T129;K C Ng;A S Cruz;129;1141;8;4;4;9;1.10.91;70,091;2016-799;COURT COMMAND;FAIRY TREE;RAHY
1;2;MULTIMAX;T129;K C Ng;A S Cruz;126;1121;7;1;1;1;1.11.00;71;2014-359;COURT COMMAND;FAIRY TREE;RAHY
7;8;MULTIMAX;T129;K C Ng;A S Cruz;121;1142;2;2;1;7;1.11.00;71;2016-290;COURT COMMAND;FAIRY TREE;RAHY
5;14;MULTIMAX;T129;D Whyte;A S Cruz;117;1124;3;2;1;5;1.11.10;71,01;2015-586;COURT COMMAND;FAIRY TREE;RAHY
1;2;MUNNINGS;H_FATH_075;L. Dettori;C. Appleby;126;1082;5;5;1;1;1.50;111;2008-266;SADLER'S WELLS;DAM OF MUNNINGS;BOLD RULER
3;4;MY RISK;H_FATH_143;L. Dettori;C. Appleby;126;1147;7;1;3;1;1.44;98;2006-112;SADLER'S WELLS;DAM OF MY RISK;BOLD RULER
1;6;MYBOYCHARLIE;H_FATH_136;C. Soumillon;A. P. O'Brien;126;1128;3;2;2;3;1.59;114;2010-142;NORTHERN DANCER;DAM OF MYBOYCHARLIE;NEARCO
1;2;NADEEM;H_FATH_014;C. Soumillon;John Gosden;126;1088;9;2;2;3;1.50;112;2010-142;NORTHERN DANCER;DAM OF NADEEM;NEARCO
4;9;NANDI;H_MOTH_053;J. Doyle;W. Haggas;121;1029;10;1;1;2;1.53;112;2011-377;DYNAFORMER;DAM OF NANDI;SECRETARIAT
8;4;NASHASHUK;V143;Z Purton;J Size;128;1083;10;10;10;8;0.58.36;58,036;2016-061;NORTHERN METEOR;KISS 'N CHASE;RED RANSOM
1;9;NASHASHUK;V143;B Prebble;J Size;120;1073;1;5;3;1;1.10.18;70,018;2016-493;NORTHERN METEOR;KISS 'N CHASE;RED RANSOM
3;4;NASHASHUK;V143;J Moreira;J Size;124;1077;5;3;3;3;1.10.20;70,02;2016-583;NORTHERN METEOR;KISS 'N CHASE;RED RANSOM
1;6;NASHASHUK;V143;J Moreira;J Size;124;1066;4;3;3;1;1.10.21;70,021;2016-745;NORTHERN METEOR;KISS 'N CHASE;RED RANSOM
4;5;NASHASHUK;V143;B Prebble;J Size;125;1079;12;5;6;4;1.10.41;70,041;2016-529;NORTHERN METEOR;KISS 'N CHASE;RED RANSOM
5;9;NASHASHUK;V143;C Schofield;J Size;121;1086;3;6;8;5;1.10.95;70,095;2016-441;NORTHERN METEOR;KISS 'N CHASE;RED RANSOM
5;6;NAVAS;V362;N Callan;R Gibson;126;1051;9;9;9;5;1.09.83;69,083;2016-442;WRITTEN TYCOON;WHINEWOMEN'N'SONG;DANASINGA
5;4;NAVAS;V362;O Doleuze;R Gibson;125;1065;8;9;9;5;1.10.31;70,031;2016-243;WRITTEN TYCOON;WHINEWOMEN'N'SONG;DANASINGA
8;8;NAVAS;V362;H N Wong;R Gibson;115;1046;1;6;6;8;1.10.39;70,039;2016-747;WRITTEN TYCOON;WHINEWOMEN'N'SONG;DANASINGA
1;7;NAVAS;V362;C Schofield;R Gibson;119;1066;2;4;4;1;1.10.49;70,049;2016-120;WRITTEN TYCOON;WHINEWOMEN'N'SONG;DANASINGA
8;7;NAVAS;V362;C Schofield;R Gibson;121;1067;4;5;6;8;1.11.04;71,004;2016-063;WRITTEN TYCOON;WHINEWOMEN'N'SONG;DANASINGA
7;3;NAVAS;V362;C Schofield;R Gibson;125;1066;7;8;9;7;1.11.08;71,008;2016-174;WRITTEN TYCOON;WHINEWOMEN'N'SONG;DANASINGA
6;1;NAYEF;H_GFATH_101;Legacy Jockey;Legacy Trainer;128;1152;2;6;7;6;2.19;126;2002-896;NATIVE DANCER;DAM OF NAYEF;NASRULLAH
1;6;NAYEF;H_FATH_032;C. Soumillon;C. Appleby;126;1098;7;2;1;2;1.46;120;2010-110;NATIVE DANCER;DAM OF NAYEF;NASRULLAH
6;10;NEVER BETTER;T140;O Doleuze;P O'Sullivan;125;1142;12;5;9;6;0.56.30;56,03;2014-581;RED GIANT;SWEET VIBES;DANEHILL
8;6;NEVER BETTER;T140;O Doleuze;P O'Sullivan;128;1151;10;12;10;8;0.58.42;58,042;2014-451;RED GIANT;SWEET VIBES;DANEHILL
7;11;NEVER BETTER;T140;D Whyte;P O'Sullivan;118;1138;9;10;11;7;1.09.55;69,055;2015-514;RED GIANT;SWEET VIBES;DANEHILL
2;9;NEVER BETTER;T140;D Whyte;P O'Sullivan;122;1141;2;6;6;2;1.10.30;70,03;2015-633;RED GIANT;SWEET VIBES;DANEHILL
2;12;NEVER BETTER;T140;D Whyte;P O'Sullivan;118;1144;6;4;4;2;1.10.40;70,04;2015-577;RED GIANT;SWEET VIBES;DANEHILL
1;5;NEVER BETTER;T140;D Whyte;P O'Sullivan;124;1143;1;4;4;1;1.10.43;70,043;2015-680;RED GIANT;SWEET VIBES;DANEHILL
5;7;NEVER BETTER;T140;O Doleuze;P O'Sullivan;127;1152;5;9;8;5;1.10.47;70,047;2014-517;RED GIANT;SWEET VIBES;DANEHILL
2;9;NEVER BETTER;T140;D Whyte;P O'Sullivan;117;1152;6;5;4;2;1.10.48;70,048;2015-465;RED GIANT;SWEET VIBES;DANEHILL
2;4;NEVER BETTER;T140;J Moreira;P O'Sullivan;129;1176;4;8;9;2;1.10.50;70,05;2016-280;RED GIANT;SWEET VIBES;DANEHILL
2;12;NEVER BETTER;T140;D Whyte;P O'Sullivan;118;1157;3;4;4;2;1.10.50;70,05;2015-338;RED GIANT;SWEET VIBES;DANEHILL
2;3;NEVER BETTER;T140;S Clipperton;P O'Sullivan;131;1176;6;9;6;2;1.10.59;70,059;2016-441;RED GIANT;SWEET VIBES;DANEHILL
9;10;NEVER BETTER;T140;O Doleuze;P O'Sullivan;122;1132;3;4;3;9;1.10.62;70,062;2014-709;RED GIANT;SWEET VIBES;DANEHILL
3;2;NEVER BETTER;T140;N Callan;P O'Sullivan;129;1173;12;8;8;3;1.10.69;70,069;2016-225;RED GIANT;SWEET VIBES;DANEHILL
6;1;NEVER BETTER;T140;S Clipperton;P O'Sullivan;133;1184;12;8;8;6;1.10.71;70,071;2016-493;RED GIANT;SWEET VIBES;DANEHILL
3;11;NEVER BETTER;T140;D Whyte;P O'Sullivan;117;1145;3;4;5;3;1.10.73;70,073;2015-412;RED GIANT;SWEET VIBES;DANEHILL
5;4;NEVER BETTER;T140;S Clipperton;P O'Sullivan;131;1175;5;8;8;5;1.11.00;71;2016-365;RED GIANT;SWEET VIBES;DANEHILL
4;2;NEVER BETTER;T140;D Whyte;P O'Sullivan;128;1176;11;10;10;4;1.11.05;71,005;2016-116;RED GIANT;SWEET VIBES;DANEHILL
1;8;NEW APPROACH;H_FATH_122;L. Dettori;John Gosden;126;1134;10;4;4;2;1.38;107;2009-105;NORTHERN DANCER;DAM OF NEW APPROACH;NEARCO
3;8;NICE FANDANGO;A209;O Doleuze;C Fownes;125;1090;12;5;3;3;0.57.31;57,031;2016-590;REWARD FOR EFFORT;CHARMED LADY;JUGAH
3;9;NICE FANDANGO;A209;O Doleuze;C Fownes;126;1092;13;5;5;3;0.57.32;57,032;2016-647;REWARD FOR EFFORT;CHARMED LADY;JUGAH
13;4;NICE FANDANGO;A209;O Doleuze;C Fownes;126;1081;2;5;5;13;0.58.86;58,086;2016-680;REWARD FOR EFFORT;CHARMED LADY;JUGAH
